nx,dx,error
16,6.250000e-02,2.048915e-08
32,3.125000e-02,4.475644e-09
64,1.562500e-02,1.061676e-09
128,7.812500e-03,3.153724e-10
256,3.906250e-03,7.230060e-11
512,1.953125e-03,1.715696e-11
1024,9.765625e-04,3.778918e-12
2048,4.882812e-04,1.489491e-12
