nx,dx,error
16,6.250000e-02,5.356758e-09
32,3.125000e-02,1.200279e-09
64,1.562500e-02,2.956203e-10
128,7.812500e-03,7.380840e-11
256,3.906250e-03,1.856465e-11
512,1.953125e-03,5.335181e-12
1024,9.765625e-04,3.562856e-12
2048,4.882812e-04,4.224168e-12
