nx,dx,error
16,6.250000e-02,3.314798e-09
32,3.125000e-02,7.708761e-10
64,1.562500e-02,1.883740e-10
128,7.812500e-03,4.687295e-11
256,3.906250e-03,1.176138e-11
512,1.953125e-03,3.149267e-12
1024,9.765625e-04,1.374687e-12
2048,4.882812e-04,1.177818e-12
