nx,dx,error
16,6.250000e-02,2.930962e-07
32,3.125000e-02,1.897544e-07
64,1.562500e-02,1.093828e-07
128,7.812500e-03,5.890705e-08
256,3.906250e-03,3.059007e-08
512,1.953125e-03,1.559008e-08
1024,9.765625e-04,7.870203e-09
2048,4.882812e-04,3.954070e-09
