nx,dx,error
16,6.250000e-02,1.576775e-08
32,3.125000e-02,3.811353e-09
64,1.562500e-02,9.433988e-10
128,7.812500e-03,2.355610e-10
256,3.906250e-03,5.893085e-11
512,1.953125e-03,1.479248e-11
1024,9.765625e-04,5.331009e-12
2048,4.882812e-04,4.633003e-12
