x,value
0.00390625,0.0
0.01171875,0.0
0.01953125,0.0
0.02734375,0.0
0.03515625,0.0
0.04296875,0.0
0.05078125,0.0
0.05859375,0.0
0.06640625,0.0
0.07421875,0.0
0.08203125,0.0
0.08984375,0.0
0.09765625,0.0
0.10546875,0.0
0.11328125,0.0
0.12109375,0.0
0.12890625,0.0
0.13671875,0.0
0.14453125,0.0
0.15234375,0.0
0.16015625,0.0
0.16796875,0.0
0.17578125,1.0488343453309406e-16
0.18359375,6.678460110487832e-15
0.19140625,1.871171603225293e-14
0.19921875,-2.999680995682586e-14
0.20703125,-1.1951617246614767e-12
0.21484375,-3.245792859577873e-12
0.22265625,2.3967159670231897e-10
0.23046875,1.0604208790705846e-09
0.23828125,1.2554685912020706e-09
0.24609375,-5.574157265262347e-08
0.25390625,-1.7135658554515733e-07
0.26171875,1.5177746522062605e-07
0.26953125,8.009370293148258e-06
0.27734375,2.4994541084909193e-05
0.28515625,3.691912156824242e-05
0.29296875,3.836901917209019e-05
0.30078125,8.380225390324737e-05
0.30859375,0.0052168768707942
0.31640625,0.024824097172219107
0.32421875,0.05839249643665248
0.33203125,0.10018159728314152
0.33984375,0.14530275854596272
0.34765625,0.1914794374151981
0.35546875,0.23794078631688367
0.36328125,0.28439022333497144
0.37109375,0.33060736620502423
0.37890625,0.37646522996325327
0.38671875,0.42185284610192714
0.39453125,0.4668967705925437
0.40234375,0.5114575549372573
0.41015625,0.555090627750789
0.41796875,0.595379215249566
0.42578125,0.6278158243718449
0.43359375,0.6421713473751228
0.44140625,0.6430473253071034
0.44921875,0.639442861975789
0.45703125,0.63410104697953
0.46484375,0.5854296958513961
0.47265625,0.45321378982108684
0.48046875,0.5236585160005984
0.48828125,0.5817185513823872
0.49609375,0.5964712221924375
0.50390625,0.6126801639250662
0.51171875,0.6058206657144888
0.51953125,0.5921909869891427
0.52734375,0.5843922983696118
0.53515625,0.5870704043089338
0.54296875,0.5929428608018781
0.55078125,0.5921319508157399
0.55859375,0.6121885776676224
0.56640625,0.624125501355542
0.57421875,0.6078329938862588
0.58203125,0.5983817249282858
0.58984375,0.5974088544322992
0.59765625,0.6068077350005512
0.60546875,0.6055254537493134
0.61328125,0.5873145719791285
0.62109375,0.5751711994519546
0.62890625,0.5860382949904815
0.63671875,0.6003358411336154
0.64453125,0.4937785462191777
0.65234375,0.15980399636743087
0.66015625,-0.1527833270764996
0.66796875,-0.21523440719815284
0.67578125,-0.21943702144774074
0.68359375,-0.22269922357841632
0.69140625,-0.22993859725157187
0.69921875,-0.23704633360775124
0.70703125,-0.24219741674869363
0.71484375,-0.24485189128381543
0.72265625,-0.24584379063762216
0.73046875,-0.2472273108534892
0.73828125,-0.2526223794849843
0.74609375,-0.2623238507420919
0.75390625,-0.27213661459535904
0.76171875,-0.2772223869099171
0.76953125,-0.2753741985017529
0.77734375,-0.26632973889199746
0.78515625,-0.2507239640925327
0.79296875,-0.22943088761144992
0.80078125,-0.20395720772634338
0.80859375,-0.17682397561507412
0.81640625,-0.1510529481905563
0.82421875,-0.12883045350740913
0.83203125,-0.11015140769309967
0.83984375,-0.09264924775825578
0.84765625,-0.07310602968854968
0.85546875,-0.04967846528872594
0.86328125,-0.023681259764398704
0.87109375,-5.6179890263685395e-05
0.87890625,0.01456910757669761
0.88671875,0.01666974405026062
0.89453125,0.009727237703055195
0.90234375,0.001963739605600275
0.91015625,-0.0008836278780015562
0.91796875,-0.0006121006948943477
0.92578125,-7.139229927250155e-05
0.93359375,2.3380186082997273e-06
0.94140625,7.601080732028561e-07
0.94921875,7.049072806871646e-08
0.95703125,-1.1707612952824785e-08
0.96484375,-6.312668112103926e-09
0.97265625,-1.050589135369726e-09
0.98046875,1.1678283306428187e-10
0.98828125,5.2476216680237194e-11
0.99609375,5.294239619333775e-12
