nx,dx,error
16,6.250000e-02,8.846643e-08
32,3.125000e-02,1.820359e-08
64,1.562500e-02,4.658417e-09
128,7.812500e-03,1.081504e-09
256,3.906250e-03,3.176173e-10
512,1.953125e-03,8.480290e-10
1024,9.765625e-04,2.094665e-07
2048,4.882812e-04,4.286424e-07
