x,value
0.00390625,0.0
0.01171875,0.0
0.01953125,0.0
0.02734375,0.0
0.03515625,0.0
0.04296875,0.0
0.05078125,0.0
0.05859375,0.0
0.06640625,0.0
0.07421875,0.0
0.08203125,0.0
0.08984375,0.0
0.09765625,0.0
0.10546875,0.0
0.11328125,0.0
0.12109375,0.0
0.12890625,0.0
0.13671875,0.0
0.14453125,0.0
0.15234375,0.0
0.16015625,0.0
0.16796875,0.0
0.17578125,7.645761474137673e-17
0.18359375,6.603501626806314e-15
0.19140625,1.9137838231021645e-14
0.19921875,-3.262116721727834e-14
0.20703125,-1.5337061994312806e-12
0.21484375,-4.431563585612634e-12
0.22265625,3.1359708046913094e-10
0.23046875,1.4340347936127261e-09
0.23828125,1.8197286418552474e-09
0.24609375,-7.742516228304896e-08
0.25390625,-2.48752084631356e-07
0.26171875,1.604337143858188e-07
0.26953125,1.1147346366125484e-05
0.27734375,3.5402129170128035e-05
0.28515625,5.282924052081829e-05
0.29296875,5.5027154027012045e-05
0.30078125,0.00010335253626994587
0.30859375,0.005291048180403275
0.31640625,0.02487474300185565
0.32421875,0.05831473943827085
0.33203125,0.09991022923428455
0.33984375,0.14484642899224273
0.34765625,0.1908876027134532
0.35546875,0.23727856074251857
0.36328125,0.28373683509065467
0.37109375,0.33004317294018864
0.37890625,0.3760605994987223
0.38671875,0.42167323206602775
0.39453125,0.4669862587139817
0.40234375,0.5118534833716236
0.41015625,0.555749619498149
0.41796875,0.5961292342576452
0.42578125,0.6284309220052712
0.43359375,0.6428648951782848
0.44140625,0.6439312924588882
0.44921875,0.6399074645196332
0.45703125,0.635638079578041
0.46484375,0.5889934499455026
0.47265625,0.4539706605549558
0.48046875,0.5202176214161064
0.48828125,0.5862531085357434
0.49609375,0.598266960869782
0.50390625,0.6114463690846152
0.51171875,0.6029808618508015
0.51953125,0.5904219656735159
0.52734375,0.5849445764817872
0.53515625,0.5877171716947155
0.54296875,0.5944043001692018
0.55078125,0.5938048221790482
0.55859375,0.6127823281806359
0.56640625,0.6216961999041705
0.57421875,0.604254238639624
0.58203125,0.5972826381140011
0.58984375,0.595787673652113
0.59765625,0.605052011525178
0.60546875,0.6044998262712259
0.61328125,0.5870188772296848
0.62109375,0.5758093482439899
0.62890625,0.5868971020503552
0.63671875,0.6025521894726157
0.64453125,0.4957560051482679
0.65234375,0.1536136277123694
0.66015625,-0.15869274822229018
0.66796875,-0.21537861987447132
0.67578125,-0.21737962550669734
0.68359375,-0.22353437763027678
0.69140625,-0.23515806106822024
0.69921875,-0.24261860610884767
0.70703125,-0.2440685036591143
0.71484375,-0.24391155487103866
0.72265625,-0.2444752538601473
0.73046875,-0.24520349479679665
0.73828125,-0.24759935810354428
0.74609375,-0.25745494408705866
0.75390625,-0.27082429054649315
0.76171875,-0.2805635906675619
0.76953125,-0.2820939135914813
0.77734375,-0.2746401205196982
0.78515625,-0.2587222241528562
0.79296875,-0.2353904845750357
0.80078125,-0.20632752993004
0.80859375,-0.1743645509125663
0.81640625,-0.14336893272813012
0.82421875,-0.11722065668719144
0.83203125,-0.09786733561083444
0.83984375,-0.08370671883813259
0.84765625,-0.07025475826664848
0.85546875,-0.05326719738859111
0.86328125,-0.032010678196984485
0.87109375,-0.010300040695440693
0.87890625,0.00554775664166322
0.88671875,0.011212119706757694
0.89453125,0.008256680952066093
0.90234375,0.002568358118938163
0.91015625,-0.000502024435519447
0.91796875,-0.0005861738927055943
0.92578125,-0.00015341012058815227
0.93359375,2.4744525233174244e-06
0.94140625,1.5817977214607585e-06
0.94921875,1.6855567925468602e-07
0.95703125,-1.6133873139221508e-08
0.96484375,-8.784196214243308e-09
0.97265625,-1.0633862277263726e-09
0.98046875,6.86746762548955e-11
0.98828125,2.7806968858571464e-11
0.99609375,2.7574515212908892e-12
