nx,dx,error
16,6.250000e-02,8.434784e-08
32,3.125000e-02,2.072720e-08
64,1.562500e-02,4.537383e-09
128,7.812500e-03,1.130685e-09
256,3.906250e-03,3.545698e-10
512,1.953125e-03,8.578209e-10
1024,9.765625e-04,1.702005e-07
2048,4.882812e-04,3.191538e-07
