nx,dx,error
16,6.250000e-02,1.400397e-07
32,3.125000e-02,5.466642e-08
64,1.562500e-02,1.456771e-08
128,7.812500e-03,3.649367e-09
256,3.906250e-03,8.900276e-10
512,1.953125e-03,2.208468e-10
1024,9.765625e-04,5.454404e-11
2048,4.882812e-04,1.404296e-11
