nx,dx,error
16,6.250000e-02,5.319872e-08
32,3.125000e-02,2.068495e-08
64,1.562500e-02,5.580557e-09
128,7.812500e-03,1.386116e-09
256,3.906250e-03,3.352350e-10
512,1.953125e-03,8.243200e-11
1024,9.765625e-04,2.030425e-11
2048,4.882812e-04,5.136948e-12
