nx,dx,error
16,6.250000e-02,1.094870e-07
32,3.125000e-02,3.755703e-08
64,1.562500e-02,9.971905e-09
128,7.812500e-03,2.569160e-09
256,3.906250e-03,5.949541e-10
512,1.953125e-03,1.432734e-10
1024,9.765625e-04,3.472228e-11
2048,4.882812e-04,1.074327e-11
