nx,dx,error
16,6.250000e-02,4.693651e-09
32,3.125000e-02,1.090567e-09
64,1.562500e-02,2.664201e-10
128,7.812500e-03,6.626942e-11
256,3.906250e-03,1.655110e-11
512,1.953125e-03,4.136917e-12
1024,9.765625e-04,1.034289e-12
2048,4.882812e-04,2.585697e-13
