nx,dx,error
16,6.250000e-02,5.983974e-08
32,3.125000e-02,2.326713e-08
64,1.562500e-02,6.277201e-09
128,7.812500e-03,1.559151e-09
256,3.906250e-03,3.770838e-10
512,1.953125e-03,9.272233e-11
1024,9.765625e-04,2.283898e-11
2048,4.882812e-04,5.778090e-12
